B.gallicum,B.NA1,B.NA2,B.NA3,B.NA4,B.NA5,B.NA6,B.NA7,B.catenulatum,B.NA8,B.breve,B.adolescentis,B.bifidum,Sample_Name,Microbiome,Seed_Type,Reps
0,0,0,0,0,0,0,0,0,0,1,0,0,S6-NC262-2,S6,NC262,2
0,0,0,0,0,0,0,0,3,0,0,0,0,S18-NC262-1,S18,NC262,1
0,0,0,0,0,0,0,0,4,0,1,2,0,S19-NC262-2,S19,NC262,2
0,0,0,0,0,0,0,0,0,0,2,0,0,S12-NC262-1,S12,NC262,1
0,0,0,0,0,0,0,0,1,0,4,0,0,S22-NC262-1,S22,NC262,1
0,0,0,0,0,0,0,0,0,0,2,1,0,S24-NC262-1,S24,NC262,1
0,0,0,0,0,0,0,0,0,0,0,0,0,S16-NC262-2,S16,NC262,2
1,0,0,0,0,0,0,0,0,0,1,5,0,S14-NC262-1,S14,NC262,1
0,0,0,0,0,0,0,0,0,0,0,0,0,S7-NC262-1,S7,NC262,1
0,0,0,0,0,0,0,0,0,0,0,0,0,S4-NC262-1,S4,NC262,1
0,0,0,0,0,0,0,1,36,0,9,0,0,S9-NC262-2,S9,NC262,2
0,0,0,0,0,0,0,0,0,0,1,0,0,S3-NC262-1,S3,NC262,1
0,0,0,0,0,0,0,0,0,0,0,0,0,S5-NC262-2,S5,NC262,2
0,0,0,0,0,0,0,0,2,0,0,0,0,S15-NC262-1,S15,NC262,1
0,0,0,0,0,0,0,0,0,0,0,0,0,S21-NC262-2,S21,NC262,2
0,0,0,0,0,0,0,0,0,0,0,0,0,S22-NC262-2,S22,NC262,2
0,0,0,0,0,0,0,0,0,4,0,0,0,S17-NC262-1,S17,NC262,1
0,0,0,0,0,0,0,0,0,0,0,0,0,S4-NC262-2,S4,NC262,2
0,0,0,0,0,0,0,0,1,0,0,0,0,S14-NC262-2,S14,NC262,2
0,0,0,0,0,1,1,0,2,0,1,32,0,S20-NC262-2,S20,NC262,2
0,0,0,0,0,0,0,0,0,0,1,0,0,S24-NC262-2,S24,NC262,2
0,0,0,0,0,0,0,0,0,0,0,0,1,S18-NC262-2,S18,NC262,2
0,0,0,0,0,0,0,0,3,0,0,33,0,S20-NC262-1,S20,NC262,1
0,0,0,0,0,0,0,0,0,0,0,0,0,S1-NC262-1,S1,NC262,1
0,0,0,0,0,0,0,0,0,0,0,1,0,S5-NC262-1,S5,NC262,1
0,0,0,0,0,0,0,0,0,0,0,8,0,S19-NC262-1,S19,NC262,1
0,0,0,0,0,0,0,0,0,0,0,0,0,S16-NC262-1,S16,NC262,1
0,0,0,0,0,0,0,0,0,0,4,0,0,S6-NC262-1,S6,NC262,1
0,0,0,0,0,0,0,0,0,0,1,1,2,S2-NC262-2,S2,NC262,2
0,0,0,0,0,0,0,0,0,0,0,1,0,S1-NC262-2,S1,NC262,2
0,0,0,0,0,0,0,0,0,0,0,0,2,S21-NC262-1,S21,NC262,1
0,0,0,0,0,0,0,0,0,2,0,0,0,S17-NC262-2,S17,NC262,2
0,0,0,0,0,0,0,0,0,0,0,1,0,S7-NC262-2,S7,NC262,2
0,0,0,0,0,0,0,0,0,0,0,0,0,S12-PHG35-2,S12,PHG35,2
0,0,0,0,0,0,0,0,0,0,2,0,0,S3-PHG35-2,S3,PHG35,2
0,0,0,0,0,0,0,0,3,0,0,0,0,S15-PHG35-2,S15,PHG35,2
0,0,0,0,0,0,0,0,0,0,1,0,0,S6-PHG35-2,S6,PHG35,2
0,0,0,0,0,1,0,0,30,0,6,0,0,S9-PHG35-1,S9,PHG35,1
0,0,0,0,0,0,0,0,0,0,2,0,3,S2-PHG35-1,S2,PHG35,1
0,0,0,0,0,0,0,0,2,0,0,0,0,S18-PHG35-1,S18,PHG35,1
0,0,0,0,0,0,0,0,2,0,1,5,0,S19-PHG35-2,S19,PHG35,2
0,0,0,0,0,0,0,0,0,0,1,0,0,S12-PHG35-1,S12,PHG35,1
0,0,0,0,0,0,0,0,0,0,2,0,0,S22-PHG35-1,S22,PHG35,1
0,0,0,0,0,0,0,0,0,0,0,0,0,S24-PHG35-1,S24,PHG35,1
0,0,0,0,0,0,0,0,2,0,1,2,0,S14-PHG35-1,S14,PHG35,1
0,0,0,0,0,0,0,0,0,0,1,2,0,S7-PHG35-1,S7,PHG35,1
0,0,0,0,0,0,0,0,0,0,0,0,0,S16-PHG35-2,S16,PHG35,2
0,0,0,0,0,0,0,0,1,0,0,0,0,S4-PHG35-1,S4,PHG35,1
0,0,1,0,0,0,0,0,28,0,8,0,0,S9-PHG35-2,S9,PHG35,2
0,0,0,0,0,0,0,0,1,0,2,0,0,S3-PHG35-1,S3,PHG35,1
0,0,0,0,0,0,0,0,0,0,0,3,0,S5-PHG35-2,S5,PHG35,2
0,0,0,0,0,0,0,0,0,1,0,0,0,S21-PHG35-2,S21,PHG35,2
0,0,0,0,0,0,0,0,0,0,0,0,0,S17-PHG35-1,S17,PHG35,1
0,0,0,0,0,0,0,0,0,0,0,0,0,S22-PHG35-2,S22,PHG35,2
0,0,0,0,0,0,0,0,0,0,0,0,0,S4-PHG35-2,S4,PHG35,2
0,0,0,0,0,0,0,0,2,0,0,0,0,S14-PHG35-2,S14,PHG35,2
0,0,0,0,0,0,0,0,3,1,5,24,0,S20-PHG35-2,S20,PHG35,2
0,0,0,0,0,0,0,0,0,0,1,0,0,S24-PHG35-2,S24,PHG35,2
0,0,0,0,0,0,0,0,2,0,0,0,1,S18-PHG35-2,S18,PHG35,2
0,0,0,0,0,0,0,0,0,0,0,1,0,S1-PHG35-1,S1,PHG35,1
0,0,0,0,0,0,0,0,0,0,0,1,0,S5-PHG35-1,S5,PHG35,1
0,0,0,0,0,0,0,0,1,0,0,4,0,S19-PHG35-1,S19,PHG35,1
0,0,0,0,0,0,0,0,0,0,1,2,0,S1-PHG35-2,S1,PHG35,2
0,0,0,0,0,0,0,0,0,0,0,0,0,S16-PHG35-1,S16,PHG35,1
0,0,0,0,0,0,0,0,0,0,3,0,0,S6-PHG35-1,S6,PHG35,1
0,0,0,0,0,0,0,0,0,0,2,3,3,S2-PHG35-2,S2,PHG35,2
0,0,0,0,0,0,0,0,0,0,0,0,3,S21-PHG35-1,S21,PHG35,1
0,0,0,0,0,0,0,0,0,1,0,0,0,S17-PHG35-2,S17,PHG35,2
0,0,0,0,0,0,0,0,0,0,0,1,0,S7-PHG35-2,S7,PHG35,2
0,0,0,0,0,0,0,0,0,0,0,0,0,S12-PHG39-2,S12,PHG39,2
0,0,0,0,0,0,0,0,0,0,2,0,0,S3-PHG39-2,S3,PHG39,2
0,0,0,0,0,0,0,0,2,0,0,0,0,S15-PHG39-2,S15,PHG39,2
0,0,1,0,0,2,0,0,25,0,6,0,0,S9-PHG39-1,S9,PHG39,1
0,0,0,0,0,0,0,0,0,0,6,0,0,S6-PHG39-2,S6,PHG39,2
0,0,0,0,0,0,0,0,0,0,0,2,0,S2-PHG39-1,S2,PHG39,1
0,0,0,0,1,0,0,0,0,0,0,0,0,S18-PHG39-1,S18,PHG39,1
0,0,0,0,0,0,0,0,0,0,0,4,0,S19-PHG39-2,S19,PHG39,2
0,0,0,0,0,0,0,0,0,0,1,0,0,S12-PHG39-1,S12,PHG39,1
