Sample_Name,Microbiome,Seed_Type,Reps,Microbiome_Seed,Bac_cutis,Bac_timonensis,Bac_kribbi,Bac_faecichinchillae,Bac_rodentium,Bac_caccae,Bac_ovatus,Bac_acidifaciens,Bac_xylanisolvens,Bac_fragilis,Bac_thetaiotaomicron,Bac_intestinalis,Bac_faecis,Bac_cellulosilyticus,Bac_clarus,Bac_plebeius,Bac_coprocola,Bac_stercoris,Bac_eggerthii,Bac_salyersiae,Bac_nordii,Bac_uniformis,Bac_paurosaccharolyticus,Bac_sartorii,Bac_massiliensis,Bac_vulgatus,Bac_dorei,Bac_caecimuris,Bac_cutis_log2,Bac_timonensis_log2,Bac_kribbi_log2,Bac_faecichinchillae_log2,Bac_rodentium_log2,Bac_caccae_log2,Bac_ovatus_log2,Bac_acidifaciens_log2,Bac_xylanisolvens_log2,Bac_fragilis_log2,Bac_thetaiotaomicron_log2,Bac_intestinalis_log2,Bac_faecis_log2,Bac_cellulosilyticus_log2,Bac_clarus_log2,Bac_plebeius_log2,Bac_coprocola_log2,Bac_stercoris_log2,Bac_eggerthii_log2,Bac_salyersiae_log2,Bac_nordii_log2,Bac_uniformis_log2,Bac_paurosaccharolyticus_log2,Bac_sartorii_log2,Bac_massiliensis_log2,Bac_vulgatus_log2,Bac_dorei_log2,Bac_caecimuris_log2
S6-FBB0-1,S6,FBB0,1,S6_FBB0,0,0,2,0,0,0,889,6,1,303,356,22,0,6,6,1,0,5,27,17,0,623,0,0,0,2704,406,0,0,0,1.584962501,0,0,0,9.797661526,2.807354922,1,8.247927513,8.479780264,4.523561956,0,2.807354922,2.807354922,1,0,2.584962501,4.807354922,4.169925001,0,9.285402219,0,0,0,11.40141288,8.668884984,0
S2-FBB0-2,S2,FBB0,2,S2_FBB0,0,0,5,0,0,384,147,0,0,0,0,0,0,63,0,0,0,0,0,0,108,376,0,0,1,11,756,0,0,0,2.584962501,0,0,8.588714636,7.209453366,0,0,0,0,0,0,6,0,0,0,0,0,0,6.768184325,8.558420713,0,0,1,3.584962501,9.56414949,0
S21-FBB0-1,S21,FBB0,1,S21_FBB0,1,0,0,0,0,1,2472,172,0,0,233,0,0,0,0,0,0,0,0,413,12,1249,0,0,4,1798,4,0,1,0,0,0,0,1,11.27204652,7.434628228,0,0,7.87036472,0,0,0,0,0,0,0,0,8.693486957,3.700439718,10.28771238,0,0,2.321928095,10.81297947,2.321928095,0
S15-FBB0-1,S15,FBB0,1,S15_FBB0,0,0,0,0,0,0,158,0,0,0,49,0,0,51,0,255,0,521,2,0,0,499,0,0,890,670,121,0,0,0,0,0,0,0,7.312882955,0,0,0,5.64385619,0,0,5.700439718,0,8,0,9.027905997,1.584962501,0,0,8.965784285,0,0,9.799281622,9.390168956,6.930737338,0
S17-FBB0-2,S17,FBB0,2,S17_FBB0,0,0,0,0,0,0,1425,0,0,1,26,0,0,0,39,0,0,2,0,0,0,3,0,0,0,2618,395,0,0,0,0,0,0,0,10.47775827,0,0,1,4.754887502,0,0,0,5.321928095,0,0,1.584962501,0,0,0,2,0,0,0,11.35480034,8.62935662,0
S7-FBB0-2,S7,FBB0,2,S7_FBB0,0,0,1,0,0,3,269,0,0,398,434,0,0,1,0,0,0,0,3,0,0,1153,0,0,1,22,1329,0,0,0,1,0,0,2,8.076815597,0,0,8.640244936,8.764871591,0,0,1,0,0,0,0,2,0,0,10.17242751,0,0,1,4.523561956,10.37721053,0
S12-HP301-2,S12,HP301,2,S12_HP301,0,0,2,0,0,82,345,0,0,1,136,0,0,5,1,0,0,513,0,0,0,22,0,0,230,716,4,0,0,0,1.584962501,0,0,6.375039431,8.434628228,0,0,1,7.098032083,0,0,2.584962501,1,0,0,9.005624549,0,0,0,4.523561956,0,0,7.851749041,9.485829309,2.321928095,0
S3-HP301-2,S3,HP301,2,S3_HP301,1,1,14,0,0,27,1131,4,1,0,68,0,0,93,0,0,0,208,1,0,14,216,0,0,45,554,1,0,1,1,3.906890596,0,0,4.807354922,10.14465824,2.321928095,1,0,6.108524457,0,0,6.554588852,0,0,0,7.707359132,1,0,3.906890596,7.761551232,0,0,5.523561956,9.116343961,1,0
S15-HP301-2,S15,HP301,2,S15_HP301,0,0,4,0,0,0,393,3,0,1,55,0,0,49,0,0,0,673,1,0,0,178,0,0,273,292,81,2,0,0,2.321928095,0,0,0,8.622051819,2,0,1,5.807354922,0,0,5.64385619,0,0,0,9.396604781,1,0,0,7.483815777,0,0,8.098032083,8.194756854,6.357552005,1.584962501
S9-HP301-1,S9,HP301,1,S9_HP301,0,1,1,3,0,45,973,6,0,0,39,0,0,0,0,24,61,280,161,2,0,98,0,0,39,1129,5,0,0,1,1,2,0,5.523561956,9.927777962,2.807354922,0,0,5.321928095,0,0,0,0,4.64385619,5.95419631,8.13442632,7.339850003,1.584962501,0,6.62935662,0,0,5.321928095,10.14210706,2.584962501,0
S6-HP301-2,S6,HP301,2,S6_HP301,0,0,7,0,0,0,1593,2,0,225,342,114,0,15,0,0,0,1,49,10,2,212,0,0,1,1210,159,0,0,0,3,0,0,0,10.63843591,1.584962501,0,7.820178962,8.422064766,6.845490051,0,4,0,0,0,1,5.64385619,3.459431619,1.584962501,7.73470962,0,0,1,10.24198315,7.321928095,0
S2-HP301-1,S2,HP301,1,S2_HP301,0,0,0,0,0,175,1288,20,0,0,7,0,0,79,0,1,0,0,0,0,100,534,0,0,0,15,671,0,0,0,0,0,0,7.459431619,10.33203655,4.392317423,0,0,3,0,0,6.321928095,0,1,0,0,0,0,6.658211483,9.063395081,0,0,0,4,9.392317423,0
S18-HP301-1,S18,HP301,1,S18_HP301,0,0,1,0,0,0,504,0,2,138,275,0,0,1,0,0,2,3,1044,0,0,379,0,0,0,35,1581,0,0,0,1,0,0,0,8.980139578,0,1.584962501,7.118941073,8.108524457,0,0,1,0,0,1.584962501,2,10.02928723,0,0,8.569855608,0,0,0,5.169925001,10.62753388,0
S19-HP301-2,S19,HP301,2,S19_HP301,0,2,2,1,0,25,476,0,0,0,51,0,0,234,0,0,0,100,1,5,3,171,0,0,163,358,7,0,0,1.584962501,1.584962501,1,0,4.700439718,8.897845456,0,0,0,5.700439718,0,0,7.876516947,0,0,0,6.658211483,1,2.584962501,2,7.426264755,0,0,7.357552005,8.487840034,3,0
S20-HP301-1,S20,HP301,1,S20_HP301,0,3,4,0,0,63,336,0,0,32,254,0,1,440,0,0,0,0,0,0,18,311,0,0,1,566,1,1,0,2,2.321928095,0,0,6,8.396604781,0,0,5.044394119,7.994353437,0,1,8.784634846,0,0,0,0,0,0,4.247927513,8.285402219,0,0,1,9.147204925,1,1
S12-HP301-1,S12,HP301,1,S12_HP301,0,0,0,0,0,66,280,1,0,0,110,0,0,1,0,0,0,513,0,0,0,28,0,0,198,579,2,0,0,0,0,0,0,6.06608919,8.13442632,1,0,0,6.794415866,0,0,1,0,0,0,9.005624549,0,0,0,4.857980995,0,0,7.636624621,9.17990909,1.584962501,0
S22-HP301-1,S22,HP301,1,S22_HP301,3,0,5,0,0,84,845,2,0,4,1,0,0,0,0,0,0,0,2,0,0,1051,0,0,1,1612,7,1,2,0,2.584962501,0,0,6.409390936,9.724513853,1.584962501,0,2.321928095,1,0,0,0,0,0,0,0,1.584962501,0,0,10.03891899,0,0,1,10.65553072,3,1
S24-HP301-1,S24,HP301,1,S24_HP301,0,4,4,0,0,3,1301,2,0,0,106,0,0,78,0,0,2,2,0,0,0,301,0,0,815,2049,1,0,0,2.321928095,2.321928095,0,0,2,10.34651373,1.584962501,0,0,6.741466986,0,0,6.303780748,0,0,1.584962501,1.584962501,0,0,0,8.238404739,0,0,9.672425342,11.00140819,1,0
S14-HP301-1,S14,HP301,1,S14_HP301,0,0,1,0,0,0,35,1,0,1,3,0,0,1,0,0,0,6,1,0,0,6,0,0,0,285,235,0,0,0,1,0,0,0,5.169925001,1,0,1,2,0,0,1,0,0,0,2.807354922,1,0,0,2.807354922,0,0,0,8.159871337,7.882643049,0
S16-HP301-2,S16,HP301,2,S16_HP301,0,0,1,0,0,0,214,4,0,1,108,0,0,36,0,0,0,24,0,0,25,56,0,0,321,380,0,0,0,0,1,0,0,0,7.74819285,2.321928095,0,1,6.768184325,0,0,5.209453366,0,0,0,4.64385619,0,0,4.700439718,5.832890014,0,0,8.330916878,8.573647187,0,0
S7-HP301-1,S7,HP301,1,S7_HP301,1,0,4,1,0,0,812,5,0,131,327,0,0,0,0,1,0,3,1,0,1,493,0,0,0,12,467,0,1,0,2.321928095,1,0,0,9.667111542,2.584962501,0,7.044394119,8.357552005,0,0,0,0,1,0,2,1,0,1,8.948367232,0,0,0,3.700439718,8.87036472,0
S4-HP301-1,S4,HP301,1,S4_HP301,0,2,2,0,0,0,99,858,0,0,132,0,0,283,0,0,0,448,0,0,40,148,0,18,0,732,4,6,0,1.584962501,1.584962501,0,0,0,6.64385619,9.746514321,0,0,7.055282436,0,0,8.14974712,0,0,0,8.810571635,0,0,5.357552005,7.21916852,0,4.247927513,0,9.517669388,2.321928095,2.807354922
S9-HP301-2,S9,HP301,2,S9_HP301,0,1,1,0,0,46,599,0,0,2,48,0,0,3,0,17,63,287,142,0,0,109,0,0,48,1018,3,0,0,1,1,0,0,5.554588852,9.22881869,0,0,1.584962501,5.614709844,0,0,2,0,4.169925001,6,8.169925001,7.159871337,0,0,6.781359714,0,0,5.614709844,9.992938336,2,0
S3-HP301-1,S3,HP301,1,S3_HP301,0,0,12,0,0,45,1100,4,0,0,64,0,0,122,0,0,0,147,1,0,6,151,0,0,122,518,3,1,0,0,3.700439718,0,0,5.523561956,10.10459875,2.321928095,0,0,6.022367813,0,0,6.942514505,0,0,0,7.209453366,1,0,2.807354922,7.247927513,0,0,6.942514505,9.019590728,2,1
S5-HP301-2,S5,HP301,2,S5_HP301,0,3,0,1,0,0,75,1,0,109,370,0,0,1031,47,0,0,1,2,0,63,243,0,0,2,851,4,0,0,2,0,1,0,0,6.247927513,1,0,6.781359714,8.535275377,0,0,10.01122726,5.584962501,0,0,1,1.584962501,0,6,7.930737338,0,0,1.584962501,9.73470962,2.321928095,0
S21-HP301-2,S21,HP301,2,S21_HP301,0,0,8,0,0,0,3097,106,1,0,207,0,0,0,0,0,0,2,2,127,13,611,0,0,0,1042,1,0,0,0,3.169925001,0,0,0,11.59712143,6.741466986,1,0,7.700439718,0,0,0,0,0,0,1.584962501,1.584962501,7,3.807354922,9.257387843,0,0,0,10.02652344,1,0
S22-HP301-2,S22,HP301,2,S22_HP301,5,0,7,0,0,53,623,2,0,7,2,0,0,0,0,0,0,1,0,0,0,602,0,0,2,1037,1,0,2.584962501,0,3,0,0,5.754887502,9.285402219,1.584962501,0,3,1.584962501,0,0,0,0,0,0,1,0,0,0,9.236014192,0,0,1.584962501,10.01959073,1,0
S4-HP301-2,S4,HP301,2,S4_HP301,1,0,2,0,0,0,119,830,0,0,89,0,0,227,2,0,0,438,0,1,37,176,0,4,0,663,0,1,1,0,1.584962501,0,0,0,6.906890596,9.698704667,0,0,6.491853096,0,0,7.832890014,1.584962501,0,0,8.77807713,0,1,5.247927513,7.46760555,0,2.321928095,0,9.375039431,0,1
S17-HP301-1,S17,HP301,1,S17_HP301,0,0,10,0,0,0,1456,1,0,0,5,0,0,4,20,1,0,4,0,0,0,1,0,2,2,1473,278,0,0,0,3.459431619,0,0,0,10.50878516,1,0,0,2.584962501,0,0,2.321928095,4.392317423,1,0,2.321928095,0,0,0,1,0,1.584962501,1.584962501,10.52552081,8.124121312,0
S14-HP301-2,S14,HP301,2,S14_HP301,0,0,0,0,0,0,27,0,0,1,4,0,0,1,0,0,0,0,0,1,0,4,0,0,0,214,221,0,0,0,0,0,0,0,4.807354922,0,0,1,2.321928095,0,0,1,0,0,0,0,0,1,0,2.321928095,0,0,0,7.74819285,7.794415866,0
S20-HP301-2,S20,HP301,2,S20_HP301,0,5,3,0,0,50,222,4,3,18,161,0,0,503,0,0,0,1,0,0,11,321,0,0,0,527,1,0,0,2.584962501,2,0,0,5.672425342,7.8008999,2.321928095,2,4.247927513,7.339850003,0,0,8.977279923,0,0,0,1,0,0,3.584962501,8.330916878,0,0,0,9.044394119,1,0
S24-HP301-2,S24,HP301,2,S24_HP301,0,2,8,0,0,0,1266,0,0,1,93,0,0,224,0,1,0,3,0,0,0,382,0,0,552,2343,1,0,0,1.584962501,3.169925001,0,0,0,10.30720081,0,0,1,6.554588852,0,0,7.813781191,0,1,0,2,0,0,0,8.581200582,0,0,9.11113567,11.19475685,1,0
S18-HP301-2,S18,HP301,2,S18_HP301,0,1,2,0,0,0,526,1,0,209,278,1,0,2,0,0,0,3,1054,0,1,443,0,0,3,28,1448,0,0,1,1.584962501,0,0,0,9.041659152,1,0,7.714245518,8.124121312,1,0,1.584962501,0,0,0,2,10.04302728,0,1,8.794415866,0,0,2,4.857980995,10.50084188,0
S1-HP301-1,S1,HP301,1,S1_HP301,0,0,4,1,0,20,355,3,0,0,98,0,0,331,0,0,0,632,10,5,0,171,0,0,123,657,4,0,0,0,2.321928095,1,0,4.392317423,8.475733431,2,0,0,6.62935662,0,0,8.375039431,0,0,0,9.306061689,3.459431619,2.584962501,0,7.426264755,0,0,6.95419631,9.361943774,2.321928095,0
S5-HP301-1,S5,HP301,1,S5_HP301,0,6,0,1,0,0,86,2,0,131,440,0,2,2264,52,0,0,0,0,3,63,292,0,0,0,1043,2,0,0,2.807354922,0,1,0,0,6.442943496,1.584962501,0,7.044394119,8.784634846,0,1.584962501,11.14529533,5.727920455,0,0,0,0,2,6,8.194756854,0,0,0,10.027906,1.584962501,0
S19-HP301-1,S19,HP301,1,S19_HP301,0,1,4,0,0,36,427,1,0,3,46,0,0,175,0,0,0,83,1,7,0,179,0,0,287,366,13,0,0,1,2.321928095,0,0,5.209453366,8.741466986,1,0,2,5.554588852,0,0,7.459431619,0,0,0,6.392317423,1,3,0,7.491853096,0,0,8.169925001,8.519636253,3.807354922,0
S16-HP301-1,S16,HP301,1,S16_HP301,0,0,0,0,0,0,193,3,0,0,95,0,0,44,0,0,0,21,0,0,20,50,0,0,247,368,1,0,0,0,0,0,0,0,7.599912842,2,0,0,6.584962501,0,0,5.491853096,0,0,0,4.459431619,0,0,4.392317423,5.672425342,0,0,7.95419631,8.527477006,1,0
S6-HP301-1,S6,HP301,1,S6_HP301,0,0,1,0,0,1,1714,3,0,288,378,66,0,12,7,0,1,1,43,3,0,247,0,0,1,1406,200,0,0,0,1,0,0,1,10.74399286,2,0,8.174925683,8.566054038,6.06608919,0,3.700439718,3,0,1,1,5.459431619,2,0,7.95419631,0,0,1,10.45840661,7.651051691,0
S1-HP301-2,S1,HP301,2,S1_HP301,0,1,0,0,0,15,283,0,0,0,75,0,0,355,0,0,0,584,4,4,0,121,0,0,116,739,3,0,0,1,0,0,0,4,8.14974712,0,0,0,6.247927513,0,0,8.475733431,0,0,0,9.192292814,2.321928095,2.321928095,0,6.930737338,0,0,6.87036472,9.531381461,2,0
S2-HP301-2,S2,HP301,2,S2_HP301,0,1,1,0,0,148,1172,11,0,0,1,1,0,124,0,0,0,2,0,0,110,539,0,0,1,15,541,0,0,1,1,0,0,7.21916852,10.1959873,3.584962501,0,0,1,1,0,6.965784285,0,0,0,1.584962501,0,0,6.794415866,9.076815597,0,0,1,4,9.082149041,0
S21-HP301-1,S21,HP301,1,S21_HP301,0,0,5,0,0,0,3097,106,0,0,242,0,0,2,0,0,0,0,0,204,5,677,0,0,0,986,1,0,0,0,2.584962501,0,0,0,11.59712143,6.741466986,0,0,7.924812504,0,0,1.584962501,0,0,0,0,0,7.6794801,2.584962501,9.405141463,0,0,0,9.946906274,1,0
S17-HP301-2,S17,HP301,2,S17_HP301,0,0,6,0,0,0,1161,2,0,0,5,0,0,2,15,0,0,0,0,0,0,6,0,0,5,1191,273,0,0,0,2.807354922,0,0,0,10.18239435,1.584962501,0,0,2.584962501,0,0,1.584962501,4,0,0,0,0,0,0,2.807354922,0,0,2.584962501,10.21916852,8.098032083,0
S15-HP301-1,S15,HP301,1,S15_HP301,1,0,1,0,0,0,395,0,0,0,37,0,0,91,0,1,0,596,0,0,0,199,0,0,291,323,59,0,1,0,1,0,0,0,8.62935662,0,0,0,5.247927513,0,0,6.523561956,0,1,0,9.221587121,0,0,0,7.64385619,0,0,8.189824559,8.339850003,5.906890596,0
S7-HP301-2,S7,HP301,2,S7_HP301,2,0,1,2,0,2,898,1,0,80,261,0,0,6,0,0,0,0,0,0,3,465,0,0,0,11,418,1,1.584962501,0,1,1.584962501,0,1.584962501,9.812177306,1,0,6.339850003,8.033423002,0,0,2.807354922,0,0,0,0,0,0,2,8.864186145,0,0,0,3.584962501,8.710806434,1
S12-LH60-2,S12,LH60,2,S12_LH60,0,0,0,0,0,127,485,0,0,0,206,0,0,3,0,0,0,650,0,0,0,45,0,0,264,845,2,0,0,0,0,0,0,7,8.924812504,0,0,0,7.693486957,0,0,2,0,0,0,9.346513733,0,0,0,5.523561956,0,0,8.049848549,9.724513853,1.584962501,0
S6-LH60-2,S6,LH60,2,S6_LH60,0,0,14,0,0,0,1334,1,0,261,299,30,0,5,0,0,0,0,10,7,0,145,0,0,2,1089,117,1,0,0,3.906890596,0,0,0,10.38262403,1,0,8.033423002,8.22881869,4.95419631,0,2.584962501,0,0,0,0,3.459431619,3,0,7.189824559,0,0,1.584962501,10.09011242,6.882643049,1
S3-LH60-2,S3,LH60,2,S3_LH60,3,0,13,0,0,37,988,7,0,0,96,0,0,64,0,0,0,201,3,0,4,195,0,0,81,465,1,1,2,0,3.807354922,0,0,5.247927513,9.949826711,3,0,0,6.599912842,0,0,6.022367813,0,0,0,7.658211483,2,0,2.321928095,7.614709844,0,0,6.357552005,8.864186145,1,1
S15-LH60-2,S15,LH60,2,S15_LH60,0,0,3,0,0,0,401,2,0,1,52,0,0,85,0,0,0,589,0,0,0,218,0,0,434,418,41,0,0,0,2,0,0,0,8.651051691,1.584962501,0,1,5.727920455,0,0,6.426264755,0,0,0,9.204571144,0,0,0,7.77478706,0,0,8.764871591,8.710806434,5.392317423,0
S9-LH60-1,S9,LH60,1,S9_LH60,0,0,2,0,0,38,577,0,0,0,58,0,0,0,0,28,135,322,195,0,0,133,0,0,85,1344,1,0,0,0,1.584962501,0,0,5.285402219,9.174925683,0,0,0,5.882643049,0,0,0,0,4.857980995,7.087462841,8.335390355,7.614709844,0,0,7.06608919,0,0,6.426264755,10.39339046,1,0
S2-LH60-1,S2,LH60,1,S2_LH60,0,1,3,0,0,156,566,5,0,0,3,0,0,100,0,0,0,5,0,0,91,418,0,0,1,7,522,0,0,1,2,0,0,7.294620749,9.147204925,2.584962501,0,0,2,0,0,6.658211483,0,0,0,2.584962501,0,0,6.523561956,8.710806434,0,0,1,3,9.030667136,0
S18-LH60-1,S18,LH60,1,S18_LH60,0,0,1,0,0,0,506,0,0,197,388,0,0,3,0,0,0,1,721,1,0,499,0,0,3,36,1965,0,0,0,1,0,0,0,8.985841937,0,0,7.62935662,8.603626345,0,0,2,0,0,0,1,9.495855027,1,0,8.965784285,0,0,2,5.209453366,10.94104761,0
S19-LH60-2,S19,LH60,2,S19_LH60,0,1,2,0,0,27,247,1,0,0,51,0,0,131,0,0,0,104,0,5,0,140,0,0,150,308,13,0,0,1,1.584962501,0,0,4.807354922,7.95419631,1,0,0,5.700439718,0,0,7.044394119,0,0,0,6.714245518,0,2.584962501,0,7.139551352,0,0,7.238404739,8.271463028,3.807354922,0
S12-LH60-1,S12,LH60,1,S12_LH60,0,0,2,1,0,129,410,2,0,1,180,0,0,0,0,0,0,600,0,0,0,33,0,0,245,729,0,0,0,0,1.584962501,1,0,7.022367813,8.682994584,1.584962501,0,1,7.499845887,0,0,0,0,0,0,9.231221181,0,0,0,5.087462841,0,0,7.942514505,9.511752654,0,0
S22-LH60-1,S22,LH60,1,S22_LH60,0,0,0,0,0,98,852,0,0,4,2,0,0,0,0,0,0,0,1,0,0,1040,0,0,0,1672,0,0,0,0,0,0,0,6.62935662,9.736401931,0,0,2.321928095,1.584962501,0,0,0,0,0,0,0,1,0,0,10.02375435,0,0,0,10.70822173,0,0
S24-LH60-1,S24,LH60,1,S24_LH60,0,0,2,0,0,28,1385,6,0,0,131,0,0,61,0,0,0,1,0,0,0,534,0,0,567,2365,3,0,0,0,1.584962501,0,0,4.857980995,10.43671154,2.807354922,0,0,7.044394119,0,0,5.95419631,0,0,0,1,0,0,0,9.063395081,0,0,9.14974712,11.20823436,2,0
S16-LH60-2,S16,LH60,2,S16_LH60,0,0,2,0,0,0,178,1,0,5,125,0,0,55,0,0,0,18,0,0,26,57,0,0,377,452,0,0,0,0,1.584962501,0,0,0,7.483815777,1,0,2.584962501,6.977279923,0,0,5.807354922,0,0,0,4.247927513,0,0,4.754887502,5.857980995,0,0,8.562242424,8.82336724,0,0
S14-LH60-1,S14,LH60,1,S14_LH60,0,0,0,0,0,2,33,1,0,1,5,0,0,1,0,0,0,4,0,0,2,8,0,0,2,267,205,0,0,0,0,0,0,1.584962501,5.087462841,1,0,1,2.584962501,0,0,1,0,0,0,2.321928095,0,0,1.584962501,3.169925001,0,0,1.584962501,8.06608919,7.686500527,0
S7-LH60-1,S7,LH60,1,S7_LH60,0,0,6,2,0,0,776,2,0,116,340,0,0,1,0,0,0,0,1,0,1,561,0,0,2,7,446,0,0,0,2.807354922,1.584962501,0,0,9.601770788,1.584962501,0,6.87036472,8.413627929,0,0,1,0,0,0,0,1,0,1,9.13442632,0,0,1.584962501,3,8.804131021,0
S4-LH60-1,S4,LH60,1,S4_LH60,0,0,3,0,0,0,59,904,0,0,89,0,0,225,0,0,0,455,0,0,32,151,0,6,0,558,2,0,0,0,2,0,0,0,5.906890596,9.821773982,0,0,6.491853096,0,0,7.820178962,0,0,0,8.832890014,0,0,5.044394119,7.247927513,0,2.807354922,0,9.126704473,1.584962501,0
S9-LH60-2,S9,LH60,2,S9_LH60,0,0,1,0,0,54,700,0,0,1,25,1,0,2,0,20,46,337,176,0,0,156,0,0,63,1172,4,0,0,0,1,0,0,5.781359714,9.453270634,0,0,1,4.700439718,1,0,1.584962501,0,4.392317423,5.554588852,8.400879436,7.46760555,0,0,7.294620749,0,0,6,10.1959873,2.321928095,0
S3-LH60-1,S3,LH60,1,S3_LH60,2,1,6,0,0,33,817,1,0,2,65,0,0,147,0,0,0,128,1,0,10,190,0,0,115,501,4,0,1.584962501,1,2.807354922,0,0,5.087462841,9.675957033,1,0,1.584962501,6.044394119,0,0,7.209453366,0,0,0,7.011227255,1,0,3.459431619,7.577428828,0,0,6.857980995,8.971543554,2.321928095,0
S5-LH60-2,S5,LH60,2,S5_LH60,0,3,0,0,0,0,55,0,0,119,440,0,0,1301,47,0,0,4,0,0,117,297,0,0,0,990,0,0,0,2,0,0,0,0,5.807354922,0,0,6.906890596,8.784634846,0,0,10.34651373,5.584962501,0,0,2.321928095,0,0,6.882643049,8.21916852,0,0,0,9.952741247,0,0
S21-LH60-2,S21,LH60,2,S21_LH60,0,0,4,0,0,0,2643,186,0,1,277,0,0,2,0,0,0,0,1,181,3,693,0,0,0,1201,1,0,0,0,2.321928095,0,0,0,11.36850646,7.54689446,0,1,8.118941073,0,0,1.584962501,0,0,0,0,1,7.50779464,2,9.438791853,0,0,0,10.23122118,1,0
S22-LH60-2,S22,LH60,2,S22_LH60,6,0,1,0,0,92,770,4,0,1,1,0,0,1,0,0,0,0,0,0,3,1059,0,0,0,1713,3,0,2.807354922,0,1,0,0,6.539158811,9.59058705,2.321928095,0,1,1,0,0,1,0,0,0,0,0,0,2,10.04984855,0,0,0,10.74315139,2,0
S4-LH60-2,S4,LH60,2,S4_LH60,0,0,0,0,0,0,96,1156,0,1,112,0,0,292,0,0,0,336,0,0,33,145,0,5,2,501,1,1,0,0,0,0,0,0,6.599912842,10.17617315,0,1,6.820178962,0,0,8.194756854,0,0,0,8.396604781,0,0,5.087462841,7.189824559,0,2.584962501,1.584962501,8.971543554,1,1
S14-LH60-2,S14,LH60,2,S14_LH60,0,0,0,0,0,0,30,1,0,1,0,0,0,2,0,0,0,2,0,0,0,10,0,0,0,177,204,0,0,0,0,0,0,0,4.95419631,1,0,1,0,0,0,1.584962501,0,0,0,1.584962501,0,0,0,3.459431619,0,0,0,7.475733431,7.6794801,0
S20-LH60-2,S20,LH60,2,S20_LH60,2,2,1,0,0,67,160,12,0,13,176,0,0,433,0,0,0,0,1,0,12,294,0,0,0,473,0,0,1.584962501,1.584962501,1,0,0,6.087462841,7.330916878,3.700439718,0,3.807354922,7.46760555,0,0,8.761551232,0,0,0,0,1,0,3.700439718,8.204571144,0,0,0,8.888743249,0,0
S17-LH60-1,S17,LH60,1,S17_LH60,0,0,6,0,0,0,1539,2,0,0,4,0,0,0,37,0,0,1,0,0,0,1,0,0,0,1683,310,1,0,0,2.807354922,0,0,0,10.58871464,1.584962501,0,0,2.321928095,0,0,0,5.247927513,0,0,1,0,0,0,1,0,0,0,10.71767642,8.28077077,1
S24-LH60-2,S24,LH60,2,S24_LH60,0,0,0,0,0,18,1143,2,2,0,148,0,0,127,0,0,0,4,3,1,0,444,0,0,765,2542,2,0,0,0,0,0,0,4.247927513,10.15987134,1.584962501,1.584962501,0,7.21916852,0,0,7,0,0,0,2.321928095,2,1,0,8.797661526,0,0,9.581200582,11.31231575,1.584962501,0
S18-LH60-2,S18,LH60,2,S18_LH60,0,0,3,0,0,0,435,4,0,245,360,0,0,2,0,0,0,0,1079,0,0,476,0,0,6,39,1625,0,0,0,2,0,0,0,8.768184325,2.321928095,0,7.942514505,8.495855027,0,0,1.584962501,0,0,0,0,10.0768156,0,0,8.897845456,0,0,2.807354922,5.321928095,10.66711154,0
S1-LH60-1,S1,LH60,1,S1_LH60,0,0,1,0,0,13,213,0,0,0,50,0,0,280,0,0,0,438,6,3,0,103,0,0,105,593,7,0,0,0,1,0,0,3.807354922,7.741466986,0,0,0,5.672425342,0,0,8.13442632,0,0,0,8.77807713,2.807354922,2,0,6.700439718,0,0,6.727920455,9.214319121,3,0
S5-LH60-1,S5,LH60,1,S5_LH60,0,2,0,0,0,0,74,1,0,161,555,0,0,1497,45,0,0,4,0,2,41,308,0,0,1,946,6,0,0,1.584962501,0,0,0,0,6.22881869,1,0,7.339850003,9.118941073,0,0,10.54882191,5.523561956,0,0,2.321928095,0,1.584962501,5.392317423,8.271463028,0,0,1,9.887220615,2.807354922,0
S1-LH60-2,S1,LH60,2,S1_LH60,0,0,2,1,0,11,191,0,0,0,75,0,0,315,0,0,0,662,6,5,0,118,0,0,139,665,1,0,0,0,1.584962501,1,0,3.584962501,7.584962501,0,0,0,6.247927513,0,0,8.303780748,0,0,0,9.37286506,2.807354922,2.584962501,0,6.894817763,0,0,7.129283017,9.379378367,1,0
S19-LH60-1,S19,LH60,1,S19_LH60,0,0,0,0,0,30,315,2,0,1,38,0,0,105,0,0,0,72,1,8,0,198,0,0,303,374,19,0,0,0,0,0,0,4.95419631,8.303780748,1.584962501,0,1,5.285402219,0,0,6.727920455,0,0,0,6.189824559,1,3.169925001,0,7.636624621,0,0,8.247927513,8.550746785,4.321928095,0
S16-LH60-1,S16,LH60,1,S16_LH60,0,0,0,0,0,0,222,3,0,1,109,1,0,51,0,1,0,20,0,3,23,57,0,0,289,415,0,0,0,0,0,0,0,0,7.8008999,2,0,1,6.781359714,1,0,5.700439718,0,1,0,4.392317423,0,2,4.584962501,5.857980995,0,0,8.17990909,8.700439718,0,0
